"subject" "activity" "tBodyAccMeanX" "tBodyAccMeanY" "tBodyAccMeanZ" "tBodyAccStdX" "tBodyAccStdY" "tBodyAccStdZ" "tGravityAccMeanX" "tGravityAccMeanY" "tGravityAccMeanZ" "tGravityAccStdX" "tGravityAccStdY" "tGravityAccStdZ" "tBodyAccJerkMeanX" "tBodyAccJerkMeanY" "tBodyAccJerkMeanZ" "tBodyAccJerkStdX" "tBodyAccJerkStdY" "tBodyAccJerkStdZ" "tBodyGyroMeanX" "tBodyGyroMeanY" "tBodyGyroMeanZ" "tBodyGyroStdX" "tBodyGyroStdY" "tBodyGyroStdZ" "tBodyGyroJerkMeanX" "tBodyGyroJerkMeanY" "tBodyGyroJerkMeanZ" "tBodyGyroJerkStdX" "tBodyGyroJerkStdY" "tBodyGyroJerkStdZ" "tBodyAccMagMean" "tBodyAccMagStd" "tGravityAccMagMean" "tGravityAccMagStd" "tBodyAccJerkMagMean" "tBodyAccJerkMagStd" "tBodyGyroMagMean" "tBodyGyroMagStd" "tBodyGyroJerkMagMean" "tBodyGyroJerkMagStd" "fBodyAccMeanX" "fBodyAccMeanY" "fBodyAccMeanZ" "fBodyAccStdX" "fBodyAccStdY" "fBodyAccStdZ" "fBodyAccJerkMeanX" "fBodyAccJerkMeanY" "fBodyAccJerkMeanZ" "fBodyAccJerkStdX" "fBodyAccJerkStdY" "fBodyAccJerkStdZ" "fBodyGyroMeanX" "fBodyGyroMeanY" "fBodyGyroMeanZ" "fBodyGyroStdX" "fBodyGyroStdY" "fBodyGyroStdZ" "fBodyAccMagMean" "fBodyAccMagStd" "fBodyBodyAccJerkMagMean" "fBodyBodyAccJerkMagStd" "fBodyBodyGyroMagMean" "fBodyBodyGyroMagStd" "fBodyBodyGyroJerkMagMean" "fBodyBodyGyroJerkMagStd"
7 "walkingUpstairs" 0.247219264942308 -0.0272619271846154 -0.142659803711538 -0.285979195519231 -0.324381649423077 -0.148213187069231 0.821440772115385 -0.238990563269231 -0.396063645673077 -0.933854839038462 -0.940389405192308 -0.883040696730769 0.0807560578153846 -0.00387835155769231 -0.00754685236538462 -0.404496835192308 -0.517275360769231 -0.60291357 -0.125901229990385 -0.00806642300442308 0.139705958403846 -0.367735653461538 -0.567634891346154 -0.350306359653846 -0.0885775774980769 -0.0388355330096154 -0.0768259057538462 -0.614679623076923 -0.662673844038462 -0.672827779230769 -0.193497173613462 -0.324100116153846 -0.193497173613462 -0.324100116153846 -0.452375284038462 -0.459505771730769 -0.237474461480769 -0.413875688461538 -0.656028037884615 -0.666408864423077 -0.326832766153846 -0.378718875769231 -0.3149744 -0.27113871475 -0.339902550961538 -0.130185575607692 -0.446607697653846 -0.534307534615385 -0.575026001346154 -0.414696301923077 -0.53192394 -0.629081283269231 -0.3858085925 -0.560944656538461 -0.405408454807692 -0.372936810865385 -0.5757376925 -0.395714939288462 -0.365399846538462 -0.407791319673077 -0.444237373115385 -0.484241602307692 -0.528035018461538 -0.4424907905 -0.663830779423077 -0.694056968653846
8 "laying" 0.261679404309091 -0.0215297775265455 -0.103491427509091 -0.931866972363636 -0.925371438 -0.918899122145455 -0.383138203818182 0.573634249272727 0.700609480181818 -0.919743479381818 -0.958262673272727 -0.942350928218182 0.0822809446181818 0.0231768502425455 -0.0126999707865455 -0.963500370363636 -0.968031588545455 -0.960142832 -0.00165756942363636 -0.0839791650618182 0.143999888145455 -0.956417184909091 -0.944987902727273 -0.958995265818182 -0.103801165163636 -0.0396401157290909 -0.0695915729818182 -0.963563983272727 -0.969339556909091 -0.981920690909091 -0.923028585636364 -0.902773764909091 -0.923028585636364 -0.902773764909091 -0.964038291636364 -0.954656202727273 -0.912781940909091 -0.924206612 -0.972869487454545 -0.964648903636364 -0.942579401818182 -0.943083704363636 -0.933428415818182 -0.928845554181818 -0.921901584472727 -0.917203454654545 -0.964399158 -0.968373788727273 -0.955385012363636 -0.965992629272727 -0.970161396545455 -0.963552884545455 -0.948772524 -0.951094193272727 -0.959201861090909 -0.959237896181818 -0.942877203272727 -0.962752035272727 -0.921601046690909 -0.9084941978 -0.953107698545455 -0.956078652 -0.937989961090909 -0.928816333090909 -0.96384063 -0.967968780363636
8 "sitting" 0.268024179893617 -0.00690393680425532 -0.104576749148936 -0.9778905 -0.927602907297872 -0.940671262765957 0.802410224255319 0.242350130744681 0.278577183489362 -0.966195040425532 -0.938329277723404 -0.936725577659574 0.0783945982978723 -0.00625635258697872 -0.010394684953617 -0.985316187446808 -0.981048193404255 -0.985468522553192 -0.0541911916808511 -0.0950011908085106 0.0719306856170213 -0.98427017787234 -0.970611268085106 -0.960365746382979 -0.092473858212766 -0.0403527375744681 -0.0447650718085106 -0.993248650425532 -0.988884696382979 -0.985467346382979 -0.951859067659575 -0.930033901042553 -0.951859067659575 -0.930033901042553 -0.98622402787234 -0.980978682978723 -0.933060777234043 -0.952769592978723 -0.991821552553191 -0.98683647893617 -0.980929730638298 -0.944976812553191 -0.960134373191489 -0.976872973829787 -0.923933576595745 -0.935120549574468 -0.985092483191489 -0.980503141276596 -0.983195501914894 -0.987043461914894 -0.983255798723404 -0.98634982212766 -0.982182694042553 -0.976394410212766 -0.962476840638298 -0.985033967659575 -0.967762812340425 -0.963326449148936 -0.948510011489362 -0.931635158723404 -0.981216969787234 -0.979662729787234 -0.965834717659575 -0.952923859787234 -0.987783876170213 -0.986252774255319
8 "standing" 0.279461074 -0.0147832493563636 -0.105556751585455 -0.987946138545455 -0.938532405454545 -0.925662854181818 0.957368633818182 -0.0867833779338182 -0.0935561953454545 -0.987584504545455 -0.959429609454545 -0.918411676545455 0.0754743334727273 0.00790325529872727 0.00302078824236364 -0.987615803454545 -0.975646547272727 -0.981677341454545 -0.0220972163509091 -0.0289761287927273 0.0642536305272727 -0.973229467818182 -0.968039165454545 -0.973083657636364 -0.0977249115818182 -0.0483666718181818 -0.0480890062290909 -0.981530976727273 -0.984251729636364 -0.987629828909091 -0.953410523090909 -0.936575353309091 -0.953410523090909 -0.936575353309091 -0.983896509818182 -0.978189834727273 -0.95241729 -0.952072546363636 -0.986705276545455 -0.980957437818182 -0.987167671636364 -0.949730221454545 -0.949715320545455 -0.988393383272727 -0.936471679818182 -0.91946762 -0.987566273454546 -0.975474965090909 -0.978481007090909 -0.988840813636364 -0.977728139818182 -0.983588029818182 -0.969851380545455 -0.971410415090909 -0.974238321090909 -0.974460127454545 -0.966567431636364 -0.975121316909091 -0.952923197636364 -0.938191598570909 -0.978086536727273 -0.977292296363636 -0.963323136 -0.953209628 -0.982358738181818 -0.980246740545455
8 "walking" 0.274751432244898 -0.0186347583569388 -0.107302786734694 -0.190440283430612 0.352833844693878 -0.159425501367347 0.913958073265306 -0.215049041020408 -0.187740025799531 -0.975223745510204 -0.957648192040816 -0.957520602244898 0.070473812122449 -0.00590562755040816 -0.000891491226326531 -0.27376657255102 0.209287197632653 -0.395485404918367 0.0224381921555102 -0.0952177034628571 0.0517443667122449 -0.215343335816327 -0.227963654693878 -0.0941760012959184 -0.135247091740816 -0.0315057706653061 -0.0524856660122449 -0.261181573489796 -0.43962078122449 -0.400632208571429 0.0302712560183673 -0.196975567444898 0.0302712560183673 -0.196975567444898 -0.0856548048179592 -0.20085934777551 -0.0233412249726531 -0.253952487755102 -0.352521199795918 -0.51280609122449 -0.26271128122449 0.290432398163265 -0.253933290408163 -0.165738774187755 0.297982188367347 -0.175489659889796 -0.325204637959184 0.0581071972979592 -0.374245090612245 -0.286270615795918 0.289509133897959 -0.416346973938776 -0.120058485771429 -0.274697782285714 -0.150378538673469 -0.249712682102041 -0.207222002081633 -0.160380788591837 -0.113473857585714 -0.373754714081633 -0.141342456302041 -0.290848908693878 -0.315230868673469 -0.340866115693878 -0.483503665306122 -0.589479277755102
8 "walkingDownstairs" 0.285335183589744 -0.0222842176641026 -0.108041177820513 0.0170870466717949 0.343193012512821 0.131114392025641 0.913008269230769 -0.186923763076923 -0.147327700990256 -0.945743292051282 -0.942218082564103 -0.897605841794872 0.122164027102564 -0.0359813620666667 -0.0412618574102564 0.234094953635897 0.283955661384615 -0.021162618774359 -0.118948838384615 -0.0492553624282051 0.113135468404872 -0.262031386671795 0.0166406899846154 -0.126041550884615 -0.0295284297666667 -0.0531945044774359 -0.0962683733051282 -0.271470278166667 -0.080847422851282 -0.194218057769231 0.172777955053846 0.122491399871795 0.172777955053846 0.122491399871795 0.252817838723077 0.239373012610256 0.0933435173717949 -0.0548006544589744 -0.133468337948718 -0.167933617435897 0.126206116017949 0.383663523871795 0.154383734238462 -0.0316356899564103 0.233774579897436 0.0207467093794872 0.199332177102564 0.213386797769231 0.0508095424025641 0.157549822525641 0.27322484634359 -0.0921350256410256 -0.134835734076923 0.105180724948718 0.0247582074017949 -0.306102141538462 -0.0516060319717949 -0.262770420282051 0.290745384307692 -0.162192690410256 0.317281546846154 0.121029020692308 -0.0116006537846154 -0.259910853076923 -0.136017192982051 -0.272115403076923
8 "walkingUpstairs" 0.259992772 -0.0279675953333333 -0.113096262666667 -0.164591674761905 0.343896835952381 0.118979370557143 0.861091992142857 -0.288265466904762 -0.195597141807143 -0.927346588809524 -0.931169146428571 -0.876244276666667 0.0807850746314286 0.0130213125714286 -0.0635970277142857 -0.175434150380952 -0.00722434405238095 -0.439763484357143 0.199537435333333 -0.208740559038095 -0.0786421746619048 -0.370606343952381 -0.0697774045666667 0.325241374878571 -0.152342408192857 -0.0330400476428571 -0.063775828047619 -0.407113886904762 -0.420332524761905 -0.424007728095238 0.123085231595238 -0.221308663166667 0.123085231595238 -0.221308663166667 -0.131343327669048 -0.221877646285714 0.16205690952381 -0.113424456119048 -0.39669555 -0.492066081428571 -0.161645434711905 0.261054406547619 -0.0753439680619048 -0.167250455642857 0.29958082052381 0.131827534778571 -0.192000039185714 -0.0219913721809524 -0.383222341904762 -0.234092764666667 -0.0636778755761905 -0.496744975404762 -0.244514592119048 -0.114227082688095 0.16193075122381 -0.412762615285714 -0.0521263048 0.249324162038095 -0.123709077407143 -0.404676664285714 -0.125074119902381 -0.373246418833333 -0.231995311595238 -0.187801452440476 -0.462114625952381 -0.572811001190476
9 "laying" 0.260859881568627 -0.0189731013745098 -0.108152270823529 -0.928282509411765 -0.890653631176471 -0.919604224705882 -0.553415352352941 -0.122065922156863 0.931191447843137 -0.922517718431373 -0.969841289607843 -0.970805814901961 0.0918642184705882 0.00871349266470588 -0.0134179912337255 -0.952168474313726 -0.947140889803922 -0.948078823137255 -0.0173216148509804 -0.155615742945098 0.105054860864706 -0.928421587254902 -0.915037438039216 -0.928501524313725 -0.110206459823529 -0.0225589252431373 -0.036224556372549 -0.936168783137255 -0.954522155490196 -0.96632055 -0.910294832745098 -0.903306523294118 -0.910294832745098 -0.903306523294118 -0.948600311764706 -0.943610472156863 -0.886244032352941 -0.885080682941176 -0.955457770784314 -0.946278125686275 -0.934412031568627 -0.9119502 -0.929088304352941 -0.926339698039216 -0.887242051372549 -0.920327663333333 -0.952559893137255 -0.948585911568627 -0.944357802352941 -0.95626424372549 -0.949390018392157 -0.950290084705882 -0.914521488431373 -0.92307762745098 -0.924865520980392 -0.933215853333333 -0.911567138823529 -0.936247304901961 -0.91486127627451 -0.911896785484314 -0.941915670980392 -0.945168504705882 -0.907667400392157 -0.890572858823529 -0.948608767843137 -0.94724167372549
9 "sitting" 0.249599590137255 -0.0273921122352941 -0.0762988518235294 -0.957054072745098 -0.875026132156863 -0.833857670078431 0.889586164509804 -0.047930052444902 0.102261956611765 -0.955235099019608 -0.946478999803922 -0.887545362960784 0.0770178173470588 0.0079584522372549 -0.00982222675588235 -0.964084098627451 -0.956378740980392 -0.961453166666667 -0.0427993614098039 -0.0422514831568627 0.0810050231478431 -0.957711678627451 -0.919136863137255 -0.930268139215686 -0.0938687915686275 -0.0470458692666667 -0.0534032447588235 -0.963407200784314 -0.971256380588235 -0.968539943137255 -0.893785182941176 -0.864578018823529 -0.893785182941176 -0.864578018823529 -0.963966148039216 -0.951225577647059 -0.903287695686275 -0.905407118431373 -0.97276283 -0.965447009607843 -0.959048149607843 -0.910708060196078 -0.892690342745098 -0.95679958254902 -0.867869518098039 -0.820362828062745 -0.965144447647059 -0.95749138372549 -0.957027972156863 -0.966247002352941 -0.958313436666667 -0.964565414901961 -0.948706041372549 -0.939207819607843 -0.940120242941176 -0.96062139 -0.910730537647059 -0.934343289215686 -0.897986014117647 -0.870090448431373 -0.952512966470588 -0.948809665490196 -0.933190354901961 -0.905459699607843 -0.967560855490196 -0.964956336666667
9 "standing" 0.282265949347826 -0.0201217981543478 -0.0950944830652174 -0.976125224782609 -0.939512266956522 -0.920516931956522 0.961479296521739 -0.00986541742021739 0.0066427362173913 -0.989284875434783 -0.97296995 -0.933033069782609 0.0760187656956522 0.0128690858717391 -0.00414162205630435 -0.970412550869565 -0.964245943478261 -0.971003677173913 -0.0291004058167391 -0.06083602592 0.0992043329347826 -0.923331766086957 -0.946949853913043 -0.94082286173913 -0.0959078517608696 -0.0419478461413043 -0.0577711747978261 -0.949756015217391 -0.975433532173913 -0.970168900652174 -0.945915372391304 -0.937052241304348 -0.945915372391304 -0.937052241304348 -0.969969885869565 -0.964270671521739 -0.922385951086957 -0.909866774130435 -0.970274716521739 -0.965771130869565 -0.972113386304348 -0.945544220217391 -0.942513531956522 -0.977931713043478 -0.939695172608696 -0.915201587608696 -0.971734997826087 -0.96303905173913 -0.967569421521739 -0.971694778695652 -0.968575345 -0.972990944347826 -0.918279513913044 -0.955264034565217 -0.94236345826087 -0.926066639130435 -0.942924251521739 -0.945814160217391 -0.947118541521739 -0.941128156521739 -0.963735562608696 -0.964110162608696 -0.930955976086957 -0.912440762608696 -0.967939211304348 -0.96525999673913
9 "walking" 0.278453498679245 -0.0180937192958302 -0.11083155754717 -0.252665631509434 -0.216545451754717 -0.0749452718671698 0.952084201509434 -0.0301482592339623 -0.115948190116604 -0.981283153396226 -0.971727525660377 -0.955725331132075 0.0705144515754717 0.0209046044526415 0.00451350686603774 -0.221593183849057 -0.290407310943396 -0.420725638490566 -0.0798595144528302 -0.0625679634754717 0.111237472256604 -0.485720659622641 -0.476879499056604 -0.279379481320755 -0.0812279029471698 -0.0357449092566038 -0.06324669636 -0.535751964150943 -0.557640805660377 -0.468018762075472 -0.11476040773483 -0.390829674339623 -0.11476040773483 -0.390829674339623 -0.218626050698113 -0.329885372075472 -0.307535063301887 -0.499140014339623 -0.519412395283019 -0.607350081320755 -0.307937839245283 -0.271428848301887 -0.264497828849057 -0.232727128981132 -0.238417892207547 -0.05110330706 -0.327100816415094 -0.37945927754717 -0.410647389811321 -0.185779720509245 -0.242802805301887 -0.429913708490566 -0.395000514150943 -0.447380351132075 -0.254391120962264 -0.516367968490566 -0.500322156037736 -0.354631369056604 -0.331386610962264 -0.522757407358491 -0.329605648867925 -0.335062294528302 -0.522813098679245 -0.570746021509434 -0.610009301698113 -0.631378488490566
9 "walkingDownstairs" 0.297264306976744 -0.0200022955283023 -0.0909750703395349 0.20531080844186 -0.209589780725581 -0.00799516620930232 0.937801614186046 -0.0334286133125581 -0.0862870569206977 -0.952838050465116 -0.937143993953488 -0.87922349255814 0.126262709302326 -0.0215279126511628 0.000814417883720932 0.0160053208209302 -0.307301133604651 -0.359876639209302 -0.0898882314302326 -0.0719061555860465 0.115954706627907 -0.397766274046512 -0.340032760976744 -0.277977750187442 -0.0960076393674419 -0.0659778131488372 -0.0663640436767442 -0.507558212790698 -0.446406172790698 -0.417258623255814 0.141231513262791 0.253893280868372 0.141231513262791 0.253893280868372 -0.161226633013953 0.0348856023069767 -0.170521580386047 -0.323946448837209 -0.466830850930233 -0.454843020697674 0.0982646293093023 -0.185774220186047 -0.105378507479767 0.241282303313953 -0.273985575488372 -0.034462693627907 -0.0655135841418605 -0.313038692465116 -0.294752110302326 0.00734512289767442 -0.352166939534884 -0.424956941627907 -0.326431586465116 -0.310886125790698 -0.249222600516279 -0.424819542930233 -0.36415497627907 -0.354895703767442 0.213424873302326 0.0780467456046512 0.00292254490930233 0.0647256790930233 -0.34932833255814 -0.425324643255814 -0.462027864186047 -0.484383301162791
9 "walkingUpstairs" 0.2630671134 -0.01964298513762 -0.12316694744 -0.3464099136 -0.30296645714 -0.241940331672 0.902700564 -0.037192539346 -0.26449584472 -0.9542573264 -0.9021494688 -0.8938518822 0.072773210684 0.00351290214 0.0027509819032 -0.3259910336 -0.5798497902 -0.636896023 -0.1520291112 -0.0411977127588 0.138573055006 -0.34855561392 -0.3985567372 -0.1404646220376 -0.0693066469488 -0.034601487936 -0.018331705296 -0.658340314 -0.7021888186 -0.650322078 -0.2488974322 -0.3845005084 -0.2488974322 -0.3845005084 -0.4322681988 -0.4330845146 -0.084443493226 -0.4246904666 -0.6670990798 -0.7435584236 -0.3380594188 -0.4021729866 -0.37576911978 -0.3515532724 -0.3002467141 -0.232175357736 -0.3967197224 -0.6012499904 -0.6048911812 -0.3153886606 -0.5854821138 -0.6672394864 -0.3168444801 -0.4947704932 -0.32505794336 -0.36657443716 -0.35088239158 -0.169053053536 -0.36366243958 -0.493516573 -0.41149601714 -0.4677159752 -0.5278764422 -0.4575720195 -0.7297162352 -0.7820942274
10 "laying" 0.280246060677966 -0.0240963539152542 -0.116515156847458 -0.956501776949153 -0.938402768813559 -0.944389049288136 -0.431454925932203 -0.135388960525424 -0.0377121725423729 -0.954884437118644 -0.966442143898305 -0.961563417813559 0.0692855413610169 0.0162688816208475 0.0148235262718644 -0.965933368474576 -0.961837974915254 -0.970318276610169 -0.0276761846677966 -0.0785999100362712 0.110708377694915 -0.951294777118644 -0.940769669661017 -0.962763467288136 -0.0987095472322034 -0.0383920816677966 -0.062043122779661 -0.960860371694915 -0.960776961864407 -0.978334854745763 -0.944111319322034 -0.928950692711864 -0.944111319322034 -0.928950692711864 -0.966208902542373 -0.959110399661017 -0.921766500077966 -0.91810704779661 -0.964888997966102 -0.955100376779661 -0.957013174745763 -0.947330681864407 -0.952116267457627 -0.956340460169491 -0.938161145745763 -0.944408650932203 -0.968380981694915 -0.963376513559322 -0.96596752 -0.966431682881356 -0.962885233220339 -0.973335244745763 -0.945912711355932 -0.944323364576271 -0.96024296661017 -0.953725456440678 -0.93929484559322 -0.967070565762712 -0.939632906101695 -0.934629303559322 -0.959625784915254 -0.957651600338983 -0.931158527627119 -0.924228885423729 -0.956166668474576 -0.956959567966102
10 "sitting" 0.270862228909091 -0.0150965128910909 -0.104368718090909 -0.982902447636364 -0.919078524690909 -0.968220087636364 0.770065334181818 -0.0586864001818182 0.204140967181818 -0.973310355090909 -0.936772700909091 -0.967312898363636 0.0774444933818182 0.00900901326727273 -0.00489643103163636 -0.988864963454545 -0.980720224363636 -0.988333186181818 -0.0429345661272727 -0.0680672252909091 0.0748548712545455 -0.988830886363636 -0.984029180363636 -0.960865307818182 -0.0933161231454546 -0.0411446750363636 -0.0489128164756364 -0.992187463636364 -0.992072886363636 -0.990298574727273 -0.961209530363636 -0.940503067636364 -0.961209530363636 -0.940503067636364 -0.988020770909091 -0.985290164 -0.944757298727273 -0.963232406 -0.993308089272727 -0.991359088363636 -0.984914704545455 -0.941103531818182 -0.974951775090909 -0.982248491272727 -0.914056747690909 -0.966519118727273 -0.989300943090909 -0.980931449818182 -0.986157314545455 -0.989454664909091 -0.982001475818182 -0.989161058909091 -0.986385196545455 -0.985842529454545 -0.965739875454545 -0.989684459818182 -0.983228439636364 -0.962821097636364 -0.955827399636364 -0.942336025090909 -0.985945366 -0.983394962181818 -0.974372015818182 -0.962767971818182 -0.991867768 -0.991074061636364
10 "standing" 0.276709559333333 -0.0156424420444444 -0.108067172511111 -0.978798733111111 -0.921173957555556 -0.942266653555556 0.954322758 -0.0458023425333333 0.0355419356644444 -0.991439012222222 -0.975865826222222 -0.960271745555556 0.0808449146222222 0.0117954107895556 -0.00452496799666667 -0.964967964888889 -0.942439642888889 -0.976759687777778 -0.0281998403035556 -0.0875738318444444 0.102972274311111 -0.931402899333333 -0.959643713555556 -0.95450493 -0.104660155333333 -0.0373047625822222 -0.0583628348888889 -0.951419431111111 -0.976865152444444 -0.969601804444444 -0.952911824444444 -0.938508528444444 -0.952911824444444 -0.938508528444444 -0.965779810222222 -0.953016410444444 -0.931217524222222 -0.922127364222222 -0.97218768 -0.965124506 -0.970664556444444 -0.924864491333333 -0.955973796666667 -0.983249423111111 -0.923432898222222 -0.939157256888889 -0.964246836444444 -0.943265584666667 -0.972624157777778 -0.969174238888889 -0.945914137555556 -0.979698998888889 -0.925623435555556 -0.961070803111111 -0.951820224666667 -0.933735436888889 -0.959193658666667 -0.959617487333333 -0.941293256888889 -0.946119615333333 -0.952592047555556 -0.953035946666667 -0.939049817111111 -0.924559872444444 -0.966300492444444 -0.965756423111111
10 "walking" 0.278506136851852 -0.0169677915018519 -0.109091027833333 -0.193866185981481 -0.0403794602592593 -0.406329107592593 0.962685357962963 -0.0790758387777778 0.054025420337037 -0.97485347 -0.97140847037037 -0.958187922592593 0.0855614134111111 0.00422101490925926 -0.0159561359388889 -0.0696657818518518 0.0554409138185185 -0.520567649074074 0.0100859020174074 -0.0817959199987593 0.0984632626138889 -0.424830792037037 -0.264531104259259 -0.189681030666667 -0.122372836916667 -0.0517253596759259 -0.06093786785 -0.377687439259259 -0.518705638888889 -0.341420128518518 -0.143268331661111 -0.200481625214815 -0.143268331661111 -0.200481625214815 -0.148545547255722 0.0184849393425926 -0.171843552574074 -0.412932753888889 -0.450662422592593 -0.510217876666667 -0.130535613666667 0.0342002678222222 -0.42279490537037 -0.221012230981481 -0.145371377311111 -0.445153572592593 -0.124378154366667 0.0120838195764815 -0.473774025925926 -0.0961233832531481 0.0293203413518519 -0.566557665740741 -0.291078548518518 -0.357210598888889 -0.124902760809259 -0.468097929074074 -0.21889358062963 -0.286631778333333 -0.10963517557037 -0.381927845185185 0.00172518851851852 0.0308537658412963 -0.423357243518519 -0.508861157777778 -0.523998485925926 -0.526548928888889
10 "walkingDownstairs" 0.288856997794872 -0.0200468073512821 -0.1095659046 0.287092549897436 0.00132535276923077 -0.188982660442308 0.940742851282051 -0.0616695476666667 0.0423346573384615 -0.939417008461538 -0.938365582820513 -0.904129371282051 0.0999802902307692 0.0139136840769231 -0.0014156347025641 0.218073247641026 -0.101796979702308 -0.322824355820513 -0.121407304274359 -0.104896685810256 0.0724139083384615 -0.308558170692308 -0.307688868717949 -0.0397113859128205 -0.0708966174615385 -0.0532315356923077 -0.0718191771769231 -0.417181250769231 -0.471464372820513 -0.229627428846154 0.243043788128205 0.15001102425641 0.243043788128205 0.15001102425641 0.0459934245651282 0.110325941487179 -0.0269876757128205 -0.283988384897436 -0.402472446410256 -0.493936924358974 0.207107715641026 0.00629462522820513 -0.164755700107692 0.316302605230769 -0.0658799250410256 -0.272624171794872 0.173547974053846 -0.119633297994872 -0.246311449905128 0.154826652712821 -0.146663885064103 -0.399709070512821 -0.217800704436154 -0.272618178282051 0.0340142188333333 -0.343300329230769 -0.337269391538462 -0.154114458210256 0.210980124051282 -0.0662835296179487 0.152248887615385 0.0426246709692308 -0.314446642333333 -0.391812327153846 -0.484701831538462 -0.543892385128205
10 "walkingUpstairs" 0.2673775075 -0.014169794525 -0.1164282958375 -0.1519382933125 -0.010680155325 -0.07625114681875 0.932162841458333 -0.0543733073541667 0.0236687463641042 -0.959587196041667 -0.937989574791667 -0.864343808541667 0.0697991555520833 0.0319916565895833 -0.0572978235354167 -0.178666504145833 -0.178654244395833 -0.60499148 0.0802167589916667 -0.09510935294375 0.08959397645625 -0.31188701961875 0.0334247181833333 -0.316601955375 -0.16330803420625 -0.0351652092052083 -0.0337987810416667 -0.429941925416667 -0.60369438125 -0.478547520416667 -0.0222869061533333 -0.202262415626583 -0.0222869061533333 -0.202262415626583 -0.257374318666667 -0.219351378308333 0.0409856866916667 -0.1206557668025 -0.522931672083333 -0.617602332291667 -0.132772083520833 -0.0422151963416667 -0.299400958125 -0.161146309658333 -0.0575186861129167 -0.0384761095708333 -0.193494329202083 -0.2074858213125 -0.55072962625 -0.238860471465417 -0.20385000995 -0.6602793775 -0.218897323435417 -0.238444380041667 -0.258316984916667 -0.3455709550625 0.161533761229167 -0.400439271875 -0.158760519666667 -0.352909655145833 -0.148981097354167 -0.324893740416667 -0.269617571666667 -0.175483416145833 -0.599677653958333 -0.67099442375
11 "laying" 0.282089941206897 -0.0172067867017241 -0.109546725862069 -0.97251438862069 -0.958883443275862 -0.954014874465517 -0.116606520862069 0.929386229310345 0.110860692568966 -0.97940842 -0.990559942241379 -0.981606393793103 0.0716439858793103 0.0116068090808621 0.00292216208931034 -0.972605998103448 -0.961748515 -0.97574928362069 -0.0246360298065517 -0.044049095687931 0.150595002603448 -0.972585590862069 -0.965104256482759 -0.952030348103448 -0.100488167927586 -0.0375394487413793 -0.062924490362069 -0.973187997931034 -0.984481927931035 -0.979513576724138 -0.965636247931035 -0.961370560344828 -0.965636247931035 -0.961370560344828 -0.972400722586207 -0.964612083793103 -0.937539392362069 -0.942158704827586 -0.983255128448276 -0.978918326551724 -0.970612729655172 -0.958494029482759 -0.961657709482759 -0.973440033793103 -0.96091272137931 -0.953156254137931 -0.972081526206897 -0.962648837586207 -0.971687487586207 -0.975813500517241 -0.96352802137931 -0.978686012586207 -0.966004127413793 -0.970844612413793 -0.952920861896552 -0.974786022758621 -0.962755602931034 -0.956254150172414 -0.962028764310345 -0.966561040344828 -0.963816279137931 -0.965107904310345 -0.955790900172414 -0.943577989137931 -0.98017876862069 -0.978742074482759
11 "sitting" 0.276647815555556 -0.0149643128111111 -0.112729282074074 -0.98305856462963 -0.922810703888889 -0.96883705962963 0.853772542592593 0.227290555448148 0.185768931462963 -0.988258380185185 -0.950712309259259 -0.972037981851852 0.0761740246481482 3.28472914814811e-05 0.00800214377981481 -0.980647072962963 -0.967237127222222 -0.983692448703704 -0.0397788511666667 -0.0755117448148148 0.076352704 -0.988283177222222 -0.98257455 -0.95364887462963 -0.094884060462963 -0.0393281257796296 -0.0506253835314815 -0.99062830462963 -0.988762422962963 -0.981323616851852 -0.962640037037037 -0.945587360740741 -0.962640037037037 -0.945587360740741 -0.979686266111111 -0.974950401666667 -0.952714358333333 -0.960671144814815 -0.989700775925926 -0.986505405555556 -0.981767757962963 -0.935627021111111 -0.973258905185185 -0.983639088703704 -0.921490607222222 -0.96833924462963 -0.981130438148148 -0.967906387222222 -0.981403822222222 -0.981906333703704 -0.968879922407407 -0.98457073 -0.985292728888889 -0.982955482407407 -0.955228068148148 -0.989284647407407 -0.982463951851852 -0.957538669814815 -0.953915815 -0.949442718703704 -0.975728090740741 -0.972762192777778 -0.970330678518519 -0.961402047592593 -0.987486291666667 -0.985861957777778
